Mod:Item:MetaData, Localized Name
earthworks:daub_cob_barndoor0, Timber Framed Wattle and Daub
earthworks:daub_cob_barndoor1, Timber Framed Wattle and Daub
earthworks:daub_cob_barndoor2, Timber Framed Wattle and Daub
earthworks:daub_cob_barndoor3, Timber Framed Wattle and Daub
earthworks:daub_cob_barndoor4, Timber Framed Wattle and Daub
earthworks:daub_cob_barndoor5, Timber Framed Wattle and Daub
earthworks:daub_cob_barndoor6, Timber Framed Wattle and Daub
earthworks:daub_cob_barndoor7, Timber Framed Wattle and Daub
earthworks:daub_cob_bottom_l, Timber Framed Wattle and Daub
earthworks:daub_cob_bottom, Timber Framed Wattle and Daub
earthworks:daub_cob_bottom_r, Timber Framed Wattle and Daub
earthworks:daub_cob_left, Timber Framed Wattle and Daub
earthworks:daub_cob_parallel_hor, Timber Framed Wattle and Daub
earthworks:daub_cob_parallel_vert, Timber Framed Wattle and Daub
earthworks:daub_cob_right, Timber Framed Wattle and Daub
earthworks:daub_cob_slash_back, Timber Framed Wattle and Daub
earthworks:daub_cob_slash, Timber Framed Wattle and Daub
earthworks:daub_cob_square, Timber Framed Wattle and Daub
earthworks:daub_cob_square_x, Timber Framed Wattle and Daub
earthworks:daub_cob_top_l, Timber Framed Wattle and Daub
earthworks:daub_cob_top, Timber Framed Wattle and Daub
earthworks:daub_cob_top_r, Timber Framed Wattle and Daub
earthworks:daub_cob_triangle0, Timber Framed Wattle and Daub
earthworks:daub_cob_triangle1, Timber Framed Wattle and Daub
earthworks:daub_cob_triangle2, Timber Framed Wattle and Daub
earthworks:daub_cob_triangle3, Timber Framed Wattle and Daub
earthworks:daub_cob_xbottom, Timber Framed Wattle and Daub
earthworks:daub_cob_xdoor0, Timber Framed Wattle and Daub
earthworks:daub_cob_xdoor1, Timber Framed Wattle and Daub
earthworks:daub_cob_xdoor2, Timber Framed Wattle and Daub
earthworks:daub_cob_xdoor3, Timber Framed Wattle and Daub
earthworks:daub_cob_xleft, Timber Framed Wattle and Daub
earthworks:daub_cob_x, Timber Framed Wattle and Daub
earthworks:daub_cob_xright, Timber Framed Wattle and Daub
earthworks:daub_cob_xtop, Timber Framed Wattle and Daub
earthworks:plaster_arrow0, Timber Framed Lath and Plaster
earthworks:plaster_arrow1, Timber Framed Lath and Plaster
earthworks:plaster_arrow2, Timber Framed Lath and Plaster
earthworks:plaster_arrow3, Timber Framed Lath and Plaster
earthworks:plaster_barndoor0, Timber Framed Lath and Plaster
earthworks:plaster_barndoor1, Timber Framed Lath and Plaster
earthworks:plaster_barndoor2, Timber Framed Lath and Plaster
earthworks:plaster_barndoor3, Timber Framed Lath and Plaster
earthworks:plaster_barndoor4, Timber Framed Lath and Plaster
earthworks:plaster_barndoor5, Timber Framed Lath and Plaster
earthworks:plaster_barndoor6, Timber Framed Lath and Plaster
earthworks:plaster_barndoor7, Timber Framed Lath and Plaster
earthworks:plaster_bottom_l, Timber Framed Lath and Plaster
earthworks:plaster_bottom, Timber Framed Lath and Plaster
earthworks:plaster_bottom_r, Timber Framed Lath and Plaster
earthworks:plaster_left, Timber Framed Lath and Plaster
earthworks:plaster_parallel_hor, Timber Framed Lath and Plaster
earthworks:plaster_parallel_vert, Timber Framed Lath and Plaster
earthworks:plaster_right, Timber Framed Lath and Plaster
earthworks:plaster_slash_back, Timber Framed Lath and Plaster
earthworks:plaster_slash, Timber Framed Lath and Plaster
earthworks:plaster_square, Timber Framed Lath and Plaster
earthworks:plaster_square_x, Timber Framed Lath and Plaster
earthworks:plaster_top_l, Timber Framed Lath and Plaster
earthworks:plaster_top, Timber Framed Lath and Plaster
earthworks:plaster_top_r, Timber Framed Lath and Plaster
earthworks:plaster_triangle0, Timber Framed Lath and Plaster
earthworks:plaster_triangle1, Timber Framed Lath and Plaster
earthworks:plaster_triangle2, Timber Framed Lath and Plaster
earthworks:plaster_triangle3, Timber Framed Lath and Plaster
earthworks:plaster_xbottom, Timber Framed Lath and Plaster
earthworks:plaster_xdoor0, Timber Framed Lath and Plaster
earthworks:plaster_xdoor1, Timber Framed Lath and Plaster
earthworks:plaster_xdoor2, Timber Framed Lath and Plaster
earthworks:plaster_xdoor3, Timber Framed Lath and Plaster
earthworks:plaster_xleft, Timber Framed Lath and Plaster
earthworks:plaster_x, Timber Framed Lath and Plaster
earthworks:plaster_xright, Timber Framed Lath and Plaster
earthworks:plaster_xtop, Timber Framed Lath and Plaster
earthworks:item_adobe, Adobe Brick
earthworks:item_chalk, Chalk Dust
earthworks:item_cob, Cob Ball
earthworks:item_lime_plaster, Lime Plaster
earthworks:item_mud, Mud Ball
earthworks:item_quicklime, Quicklime
earthworks:item_slaked_lime, Slaked Lime
earthworks:item_timber, Timber Framing
earthworks:tool_square, Square
earthworks:tool_hand_axe, Handaxe
earthworks:tool_adz, Adz
earthworks:tool_compass, Compass
earthworks:tool_froe, Froe
earthworks:tool_hand_planer, Planer
earthworks:tool_level, Level
earthworks:tool_saw, Saw
earthworks:tool_wood_hammer, Wood Hammer
earthworks:tool_stone_hammer, Stone Hammer
earthworks:tool_iron_hammer, Iron Hammer
earthworks:tool_gold_hammer, Gold Hammer
earthworks:tool_diamond_hammer, Diamond Hammer
earthworks:item_dirt, Dirt Ball
earthworks:item_sand, Sand
earthworks:block_adobe, Adobe
earthworks:block_chalk, Chalk
earthworks:block_cinder, Cinder Blocks
earthworks:block_cob, Cob
earthworks:block_concrete, Concrete
earthworks:block_cordwood, Cordwood
earthworks:block_dry_stone, Dry Fitted Stone
earthworks:block_gabion_gravel, Gravel Gabion
earthworks:block_gabion_sand, Sand Gabion
earthworks:block_gabion_dirt, Dirt Gabion
earthworks:block_mud, Mud
earthworks:block_plaster, Lath and Plaster
earthworks:block_rammed_earth, Rammed Earth
earthworks:block_slate, Blue Slate
earthworks:block_slate_green, Green Slate
earthworks:block_slate_purple, Purple Slate
earthworks:block_slate_slab, Polished Blue Slate
earthworks:block_slate_slab_green, Polished Green Slate
earthworks:block_slate_slab_purple, Polished Purple Slate
earthworks:block_slate_shingle, Blue Slate Shingles
earthworks:block_slate_shingle_verte, Green Slate Shingles
earthworks:block_slate_shingle_purple, Purple Slate Shingles
earthworks:block_slate_tile, Blue Slate Tiles
earthworks:block_slate_tile_verte, Green Slate Tiles
earthworks:block_slate_tile_purple, Purple Slate Tiles
earthworks:block_timber, Oak Timber
earthworks:block_timber_birch, Birch Timber
earthworks:block_timber_spruce, Spruce Timber
earthworks:block_timber_jungle, Jungle Timber
earthworks:block_timber_acacia, Acacia Timber
earthworks:block_timber_dark_oak, Dark Oak Timber
earthworks:block_wattle, Wattle and Daub
earthworks:block_wicker, Wicker
earthworks:block_wood_shingle:0, Oak Wood Shakes
earthworks:block_wood_shingle:1, Spruce Wood Shakes
earthworks:block_wood_shingle:2, Birch Wood Shakes
earthworks:block_wood_shingle:3, Jungle Wood Shakes
earthworks:block_wood_shingle:4, Acacia Wood Shakes
earthworks:block_wood_shingle:5, Dark Oak Wood Shakes
earthworks:fence_planks_vert_oak, Vertical Oak Fence
earthworks:fence_planks_vert_spruce, Vertical Spruce Fence
earthworks:fence_planks_vert_birch, Vertical Birch Fence
earthworks:fence_planks_vert_jungle, Vertical Jungle Fence
earthworks:fence_planks_vert_acacia, Vertical Acacia Fence
earthworks:fence_planks_vert_dark_oak, Vertical Dark Oak Fence
earthworks:itemslab_adobe, Adobe Slab
earthworks:itemslab_chalk, Chalk Slab
earthworks:itemslab_cinder, Cinder Block Slab
earthworks:itemslab_cob, Cob Slab
earthworks:itemslab_concrete, Concrete Slab
earthworks:itemslab_cordwood, Cordwood Slab
earthworks:itemslab_dry_stone, Dry Fitted Stone Slab
earthworks:itemslab_gabion_gravel, Gravel Gabion Slab
earthworks:itemslab_gabion_sand, Sand Gabion Slab
earthworks:itemslab_gabion_dirt, Dirt Gabion Slab
earthworks:itemslab_mud, Mud Slab
earthworks:itemslab_planks_vert_oak, Vertical Oak Wood Slab
earthworks:itemslab_planks_vert_spruce, Vertical Spruce Wood Slab
earthworks:itemslab_planks_vert_birch, Vertical Birch Wood Slab
earthworks:itemslab_planks_vert_jungle, Vertical Jungle Wood Slab
earthworks:itemslab_planks_vert_acacia, Vertical Acacia Wood Slab
earthworks:itemslab_planks_vert_dark_oak, Vertical Dark Oak Wood Slab
earthworks:itemslab_plaster, Lath and Plaster Slab
earthworks:itemslab_rammed_earth, Rammed Earth Slab
earthworks:itemslab_slate, Blue Slate Slab
earthworks:itemslab_slate_green, Green Slate Slab
earthworks:itemslab_slate_purple, Purple Slate Slab
earthworks:itemslab_slate_slab, Polished Blue Slate Slab
earthworks:itemslab_slate_slab_green, Polished Green Slate Slab
earthworks:itemslab_slate_slab_purple, Polished Purple Slate Slab
earthworks:itemslab_slate_shingle, Blue Slate Shingles Slab
earthworks:itemslab_slate_shingle_verte, Green Slate Shingles Slab
earthworks:itemslab_slate_shingle_purple, Purple Slate Shingles Slab
earthworks:itemslab_slate_tile, Blue Slate Tiles Slab
earthworks:itemslab_slate_tile_verte, Green Slate Tiles Slab
earthworks:itemslab_slate_tile_purple, Purple Slate Tiles Slab
earthworks:itemslab_timber, Oak Timber Slab
earthworks:itemslab_timber_birch, Birch Timber Slab
earthworks:itemslab_timber_spruce, Spruce Timber Slab
earthworks:itemslab_timber_jungle, Jungle Timber Slab
earthworks:itemslab_timber_acacia, Acacia Timber Slab
earthworks:itemslab_timber_dark_oak, Dark Oak Timber Slab
earthworks:itemslab_wattle, Wattle and Daub Slab
earthworks:itemslab_wicker, Wicker Slab
earthworks:itemslab_wood_shingle_oak, Oak Wood Shakes Slab
earthworks:itemslab_wood_shingle_spruce, Spruce Wood Shakes Slab
earthworks:itemslab_wood_shingle_birch, Birch Wood Shakes Slab
earthworks:itemslab_wood_shingle_jungle, Jungle Wood Shakes Slab
earthworks:itemslab_wood_shingle_acacia, Acacia Wood Shakes Slab
earthworks:itemslab_wood_shingle_dark_oak, Dark Oak Wood Shakes Slab
earthworks:stair_adobe, Adobe Stairs
earthworks:stair_chalk, Chalk Stairs
earthworks:stair_cinder, Cinder Block Stairs
earthworks:stair_cob, Cob Stairs
earthworks:stair_concrete, Concrete Stairs
earthworks:stair_cordwood, Cordwood Stairs
earthworks:stair_dry_stone, Dry Fitted Stone Stairs
earthworks:stair_gabion_gravel, Gravel Gabion Stairs
earthworks:stair_gabion_sand, Sand Gabion Stairs
earthworks:stair_gabion_dirt, Dirt Gabion Stairs
earthworks:stair_mud, Mud Stairs
earthworks:stair_planks_vert_oak, Vertical Oak Wood Stairs
earthworks:stair_planks_vert_spruce, Vertical Spruce Wood Stairs
earthworks:stair_planks_vert_birch, Vertical Birch Wood Stairs
earthworks:stair_planks_vert_jungle, Vertical Jungle Wood Stairs
earthworks:stair_planks_vert_acacia, Vertical Acacia Wood Stairs
earthworks:stair_planks_vert_dark_oak, Vertical Dark Oak Wood Stairs
earthworks:stair_plaster, Lath and Plaster Stairs
earthworks:stair_rammed_earth, Rammed Earth Stairs
earthworks:stair_slate, Blue Slate Stairs
earthworks:stair_slate_green, Green Slate Stairs
earthworks:stair_slate_purple, Purple Slate Stairs
earthworks:stair_slate_slab, Polished Blue Slate Stairs
earthworks:stair_slate_slab_green, Polished Green Slate Stairs
earthworks:stair_slate_slab_purple, Polished Purple Slate Stairs
earthworks:stair_slate_shingle, Blue Slate Shingles Stairs
earthworks:stair_slate_shingle_verte, Green Slate Shingles Stairs
earthworks:stair_slate_shingle_purple, Purple Slate Shingles Stairs
earthworks:stair_slate_tile, Blue Slate Tiles Stairs
earthworks:stair_slate_tile_verte, Green Slate Tiles Stairs
earthworks:stair_slate_tile_purple, Purple Slate Tiles Stairs
earthworks:stair_timber, Oak Timber Stairs
earthworks:stair_timber_birch, Birch Timber Stairs
earthworks:stair_timber_spruce, Spruce Timber Stairs
earthworks:stair_timber_jungle, Jungle Timber Stairs
earthworks:stair_timber_acacia, Acacia Timber Stairs
earthworks:stair_timber_dark_oak, Dark Oak Timber Stairs
earthworks:stair_wattle, Wattle and Daub Stairs
earthworks:stair_wicker, Wicker Stairs
earthworks:stair_wood_shingle_oak, Oak Wood Shakes Stairs
earthworks:stair_wood_shingle_spruce, Spruce Wood Shakes Stairs
earthworks:stair_wood_shingle_birch, Birch Wood Shakes Stairs
earthworks:stair_wood_shingle_jungle, Jungle Wood Shakes Stairs
earthworks:stair_wood_shingle_acacia, Acacia Wood Shakes Stairs
earthworks:stair_wood_shingle_dark_oak, Dark Oak Wood Shakes Stairs
earthworks:wall_adobe, Adobe Wall
earthworks:wall_chalk, Chalk Wall
earthworks:wall_cinder, Cinder Block Wall
earthworks:wall_cob, Cob Wall
earthworks:wall_concrete, Concrete Wall
earthworks:wall_cordwood, Cordwood Wall
earthworks:wall_dry_stone, Dry Fitted Stone Wall
earthworks:wall_gabion_gravel, Gravel Gabion Wall
earthworks:wall_gabion_sand, Sand Gabion Wall
earthworks:wall_gabion_dirt, Dirt Gabion Wall
earthworks:wall_mud, Mud Wall
earthworks:wall_plaster, Lath and Plaster Wall
earthworks:wall_rammed_earth, Rammed Earth Wall
earthworks:wall_slate, Blue Slate Wall
earthworks:wall_slate_green, Green Slate Wall
earthworks:wall_slate_purple, Purple Slate Wall
earthworks:wall_slate_slab, Polished Blue Slate Wall
earthworks:wall_slate_slab_green, Polished Green Slate Wall
earthworks:wall_slate_slab_purple, Polished Purple Slate Wall
earthworks:wall_slate_shingle, Blue Slate Shingles Wall
earthworks:wall_slate_shingle_verte, Green Slate Shingles Wall
earthworks:wall_slate_shingle_purple, Purple Slate Shingles Wall
earthworks:wall_slate_tile, Blue Slate Tiles Wall
earthworks:wall_slate_tile_verte, Green Slate Tiles Wall
earthworks:wall_slate_tile_purple, Purple Slate Tiles Wall
earthworks:wall_timber, Oak Timber Wall
earthworks:wall_timber_birch, Birch Timber Wall
earthworks:wall_timber_spruce, Spruce Timber Wall
earthworks:wall_timber_jungle, Jungle Timber Wall
earthworks:wall_timber_acacia, Acacia Timber Wall
earthworks:wall_timber_dark_oak, Dark Oak Timber Wall
earthworks:wall_wattle, Wattle and Daub Wall
earthworks:wall_wicker, Wicker Wall
earthworks:wall_wood_shingle_oak, Oak Wood Shakes Wall
earthworks:wall_wood_shingle_spruce, Spruce Wood Shakes Wall
earthworks:wall_wood_shingle_birch, Birch Wood Shakes Wall
earthworks:wall_wood_shingle_jungle, Jungle Wood Shakes Wall
earthworks:wall_wood_shingle_acacia, Acacia Wood Shakes Wall
earthworks:wall_wood_shingle_dark_oak, Dark Oak Wood Shakes Wall
earthworks:block_reed, Reed
earthworks:block_thatch, Thatch
earthworks:itemslab_reed, Reed Slab
earthworks:itemslab_thatch, Thatch Slab
earthworks:stair_reed, Reed Stairs
earthworks:stair_thatch, Thatch Stairs
earthworks:wall_reed, Reed Wall
earthworks:wall_thatch, Thatch Wall
enderore:dust_ender, Ender Dust
enderore:ore_ender, Ender Ore
tconstruct:book, Materials and You
tconstruct:soil:0, Grout
tconstruct:soil:1, Green Slimy Mud
tconstruct:soil:2, Blue Slimy Mud
tconstruct:soil:3, Graveyard Soil
tconstruct:soil:4, Consecrated Soil
tconstruct:soil:5, Slimy Magma Mud
tconstruct:slime:0, Green Slime Block
tconstruct:slime:1, Blue Slime Block
tconstruct:slime:2, Purple Slime Block
tconstruct:slime:3, Blood Slime Block
tconstruct:slime:4, Magma Slime Block
tconstruct:slime_congealed:0, Congealed Green Slime Block
tconstruct:slime_congealed:1, Congealed Blue Slime Block
tconstruct:slime_congealed:2, Congealed Purple Slime Block
tconstruct:slime_congealed:3, Congealed Blood Slime Block
tconstruct:slime_congealed:4, Congealed Magma Slime Block
tconstruct:ore:0, Cobalt Ore
tconstruct:ore:1, Ardite Ore
tconstruct:firewood:0, Lavawood
tconstruct:firewood:1, Firewood
tconstruct:deco_ground:0, Mud Bricks
tconstruct:clear_glass:0, Clear Glass
tconstruct:clear_stained_glass:0, Clear White Stained Glass
tconstruct:clear_stained_glass:1, Clear Orange Stained Glass
tconstruct:clear_stained_glass:2, Clear Magenta Stained Glass
tconstruct:clear_stained_glass:3, Clear Light Blue Stained Glass
tconstruct:clear_stained_glass:4, Clear Yellow Stained Glass
tconstruct:clear_stained_glass:5, Clear Light Green Stained Glass
tconstruct:clear_stained_glass:6, Clear Pink Stained Glass
tconstruct:clear_stained_glass:7, Clear Gray Stained Glass
tconstruct:clear_stained_glass:8, Clear Light Gray Stained Glass
tconstruct:clear_stained_glass:9, Clear Cyan Stained Glass
tconstruct:clear_stained_glass:10, Clear Purple Stained Glass
tconstruct:clear_stained_glass:11, Clear Blue Stained Glass
tconstruct:clear_stained_glass:12, Clear Brown Stained Glass
tconstruct:clear_stained_glass:13, Clear Green Stained Glass
tconstruct:clear_stained_glass:14, Clear Red Stained Glass
tconstruct:clear_stained_glass:15, Clear Black Stained Glass
tconstruct:deco_ground_slab:0, Mud Bricks Slab
tconstruct:firewood_slab:0, Lavawood Slab
tconstruct:firewood_slab:1, Firewood Slab
tconstruct:mudbrick_stairs:0, Mud Bricks Stairs
tconstruct:firewood_stairs:0, Firewood Stairs
tconstruct:lavawood_stairs:0, Lavawood Stairs
tconstruct:nuggets:0, Cobalt Nugget
tconstruct:nuggets:1, Ardite Nugget
tconstruct:nuggets:2, Manyullyn Nugget
tconstruct:nuggets:3, Knightslime Nugget
tconstruct:nuggets:4, Pigiron Nugget
tconstruct:ingots:0, Cobalt Ingot
tconstruct:ingots:1, Ardite Ingot
tconstruct:ingots:2, Manyullyn Ingot
tconstruct:ingots:3, Knightslime Ingot
tconstruct:ingots:4, Pigiron Ingot
tconstruct:materials:0, Seared Brick
tconstruct:materials:1, Mud Brick
tconstruct:materials:2, Dried Brick
tconstruct:materials:9, Green Slime Crystal
tconstruct:materials:10, Blue Slime Crystal
tconstruct:materials:11, Magma Slime Crystal
tconstruct:materials:12, Expander (Horizontal)
tconstruct:materials:13, Expander (Vertical)
tconstruct:materials:14, Reinforcement
tconstruct:materials:15, Silky Cloth
tconstruct:materials:16, Silky Jewel
tconstruct:materials:17, Necrotic Bone
tconstruct:materials:18, Ball of Moss
tconstruct:materials:19, Mending Moss
tconstruct:materials:50, Creative Modifier
tconstruct:edible:0, Bacon
tconstruct:edible:1, Slime Ball
tconstruct:edible:2, Slime Ball
tconstruct:edible:3, Coagulated Blood
tconstruct:edible:4, Slime Ball
tconstruct:edible:10, Monster Jerky
tconstruct:edible:11, Beef Jerky
tconstruct:edible:12, Chicken Jerky
tconstruct:edible:13, Bacon Jerky
tconstruct:edible:14, Mutton Jerky
tconstruct:edible:15, Rabbit Jerky
tconstruct:edible:20, Fish Jerky
tconstruct:edible:21, Salmon Jerky
tconstruct:edible:22, Clownfish Jerky
tconstruct:edible:23, Fugu Jerky
tconstruct:edible:30, Gelatinous Slime Drop
tconstruct:edible:31, Gelatinous Slime Drop
tconstruct:edible:32, Gelatinous Slime Drop
tconstruct:edible:33, Coagulated Blood Drop
tconstruct:edible:34, Gelatinous Slime Drop
tconstruct:metal:0, Block of Cobalt
tconstruct:metal:1, Block of Ardite
tconstruct:metal:2, Block of Manyullyn
tconstruct:metal:3, Block of Knightslime
tconstruct:metal:4, Block of Pigiron
tconstruct:metal:6, Silky Block of Jewel
tconstruct:slime_dirt:0, Green Slimy Dirt
tconstruct:slime_dirt:1, Blue Slimy Dirt
tconstruct:slime_dirt:2, Purple Slimy Dirt
tconstruct:slime_dirt:3, Magma Slimy Dirt
tconstruct:slime_grass:0, Slimy Grass
tconstruct:slime_grass:1, Green Slimy Grass
tconstruct:slime_grass:2, Blue Slimy Grass
tconstruct:slime_grass:3, Purple Slimy Grass
tconstruct:slime_grass:4, Magma Slimy Grass
tconstruct:slime_grass:5, Slimy Grass
tconstruct:slime_grass:6, Green Slimy Grass
tconstruct:slime_grass:7, Blue Slimy Grass
tconstruct:slime_grass:8, Purple Slimy Grass
tconstruct:slime_grass:9, Magma Slimy Grass
tconstruct:slime_grass:10, Slimy Grass
tconstruct:slime_grass:11, Green Slimy Grass
tconstruct:slime_grass:12, Blue Slimy Grass
tconstruct:slime_grass:13, Purple Slimy Grass
tconstruct:slime_grass:14, Magma Slimy Grass
tconstruct:slime_leaves:0, Slimy Leaves
tconstruct:slime_leaves:1, Slimy Leaves
tconstruct:slime_leaves:2, Slimy Leaves
tconstruct:slime_grass_tall:0, Tall Slimy Grass
tconstruct:slime_grass_tall:4, Tall Slimy Grass
tconstruct:slime_grass_tall:8, Tall Slimy Grass
tconstruct:slime_grass_tall:1, Slimy Fern
tconstruct:slime_grass_tall:5, Slimy Fern
tconstruct:slime_grass_tall:9, Slimy Fern
tconstruct:slime_sapling:0, Blue Slime Sapling
tconstruct:slime_sapling:1, Purple Slime Sapling
tconstruct:slime_sapling:2, Magma Slime Sapling
tconstruct:slime_vine_blue_end:0, Blue Slimy Vine
tconstruct:slime_vine_blue_mid:0, Blue Slimy Vine
tconstruct:slime_vine_blue:0, Blue Slimy Vine
tconstruct:slime_vine_purple_end:0, Purple Slimy Vine
tconstruct:slime_vine_purple_mid:0, Purple Slimy Vine
tconstruct:slime_vine_purple:0, Purple Slimy Vine
tconstruct:pattern:0, Blank Pattern
tconstruct:pattern:0, Binding Pattern
tconstruct:pattern:0, Axe Head Pattern
tconstruct:pattern:0, Wide Guard Pattern
tconstruct:pattern:0, Tool Rod Pattern
tconstruct:pattern:0, Tough Binding Pattern
tconstruct:pattern:0, Knife Blade Pattern
tconstruct:pattern:0, Arrow Head Pattern
tconstruct:pattern:0, Fletching Pattern
tconstruct:pattern:0, Cross Guard Pattern
tconstruct:pattern:0, Tough Tool Rod Pattern
tconstruct:pattern:0, Bowlimb Pattern
tconstruct:pattern:0, Sign Plate Pattern
tconstruct:pattern:0, Excavator Head Pattern
tconstruct:pattern:0, Sharpening Kit Pattern
tconstruct:pattern:0, Pan Pattern
tconstruct:pattern:0, Large Sword Blade Pattern
tconstruct:pattern:0, Kama Head Pattern
tconstruct:pattern:0, Arrow Shaft Pattern
tconstruct:pattern:0, Pickaxe Head Pattern
tconstruct:pattern:0, Broad Axe Head Pattern
tconstruct:pattern:0, Scythe Head Pattern
tconstruct:pattern:0, Sword Blade Pattern
tconstruct:pattern:0, Hand Guard Pattern
tconstruct:pattern:0, Large Plate Pattern
tconstruct:pattern:0, Bowstring Pattern
tconstruct:pattern:0, Hammer Head Pattern
tconstruct:pattern:0, Shard Pattern
tconstruct:pattern:0, Shovel Head Pattern
tconstruct:shard:0, Wooden Shard
tconstruct:shard:0, Stone Shard
tconstruct:shard:0, Flint Shard
tconstruct:shard:0, Cactus Shard
tconstruct:shard:0, Bone Shard
tconstruct:shard:0, Obsidian Shard
tconstruct:shard:0, Prismarine Shard
tconstruct:shard:0, End Shard
tconstruct:shard:0, Paper Shard
tconstruct:shard:0, Sponge Shard
tconstruct:shard:0, Firewood Shard
tconstruct:shard:0, Iron Shard
tconstruct:shard:0, Pig Iron Shard
tconstruct:shard:0, Knightslime Shard
tconstruct:shard:0, Slime Shard
tconstruct:shard:0, Slime Shard
tconstruct:shard:0, Magma Slime Shard
tconstruct:shard:0, Netherrack Shard
tconstruct:shard:0, Cobalt Shard
tconstruct:shard:0, Ardite Shard
tconstruct:shard:0, Manyullyn Shard
tconstruct:shard:0, Copper Shard
tconstruct:shard:0, Bronze Shard
tconstruct:shard:0, Lead Shard
tconstruct:shard:0, Silver Shard
tconstruct:shard:0, Electrum Shard
tconstruct:shard:0, Steel Shard
tconstruct:shard:0, Treated Wood Shard
tconstruct:shard:0, Constantan Shard
tconstruct:shard:0, Magical Wooden Shard
tconstruct:shard:0, Evil Infused Shard
tconstruct:shard:0, Enchanted Shard
tconstruct:shard:0, Demonic Shard
tconstruct:sharpening_kit:0, Wooden Sharpening Kit
tconstruct:sharpening_kit:0, Stone Sharpening Kit
tconstruct:sharpening_kit:0, Flint Sharpening Kit
tconstruct:sharpening_kit:0, Cactus Sharpening Kit
tconstruct:sharpening_kit:0, Bone Sharpening Kit
tconstruct:sharpening_kit:0, Obsidian Sharpening Kit
tconstruct:sharpening_kit:0, Prismarine Sharpening Kit
tconstruct:sharpening_kit:0, End Sharpening Kit
tconstruct:sharpening_kit:0, Paper Sharpening Kit
tconstruct:sharpening_kit:0, Sponge Sharpening Kit
tconstruct:sharpening_kit:0, Firewood Sharpening Kit
tconstruct:sharpening_kit:0, Iron Sharpening Kit
tconstruct:sharpening_kit:0, Pig Iron Sharpening Kit
tconstruct:sharpening_kit:0, Knightslime Sharpening Kit
tconstruct:sharpening_kit:0, Slime Sharpening Kit
tconstruct:sharpening_kit:0, Slime Sharpening Kit
tconstruct:sharpening_kit:0, Magma Slime Sharpening Kit
tconstruct:sharpening_kit:0, Netherrack Sharpening Kit
tconstruct:sharpening_kit:0, Cobalt Sharpening Kit
tconstruct:sharpening_kit:0, Ardite Sharpening Kit
tconstruct:sharpening_kit:0, Manyullyn Sharpening Kit
tconstruct:sharpening_kit:0, Copper Sharpening Kit
tconstruct:sharpening_kit:0, Bronze Sharpening Kit
tconstruct:sharpening_kit:0, Lead Sharpening Kit
tconstruct:sharpening_kit:0, Silver Sharpening Kit
tconstruct:sharpening_kit:0, Electrum Sharpening Kit
tconstruct:sharpening_kit:0, Steel Sharpening Kit
tconstruct:sharpening_kit:0, Treated Wood Sharpening Kit
tconstruct:sharpening_kit:0, Constantan Sharpening Kit
tconstruct:sharpening_kit:0, Magical Wooden Sharpening Kit
tconstruct:sharpening_kit:0, Evil Infused Sharpening Kit
tconstruct:sharpening_kit:0, Enchanted Sharpening Kit
tconstruct:sharpening_kit:0, Demonic Sharpening Kit
tconstruct:pick_head:0, Wooden Pickaxe Head
tconstruct:pick_head:0, Stone Pickaxe Head
tconstruct:pick_head:0, Flint Pickaxe Head
tconstruct:pick_head:0, Cactus Pickaxe Head
tconstruct:pick_head:0, Bone Pickaxe Head
tconstruct:pick_head:0, Obsidian Pickaxe Head
tconstruct:pick_head:0, Prismarine Pickaxe Head
tconstruct:pick_head:0, End Pickaxe Head
tconstruct:pick_head:0, Paper Pickaxe Head
tconstruct:pick_head:0, Sponge Pickaxe Head
tconstruct:pick_head:0, Firewood Pickaxe Head
tconstruct:pick_head:0, Iron Pickaxe Head
tconstruct:pick_head:0, Pig Iron Pickaxe Head
tconstruct:pick_head:0, Knightslime Pickaxe Head
tconstruct:pick_head:0, Slime Pickaxe Head
tconstruct:pick_head:0, Slime Pickaxe Head
tconstruct:pick_head:0, Magma Slime Pickaxe Head
tconstruct:pick_head:0, Netherrack Pickaxe Head
tconstruct:pick_head:0, Cobalt Pickaxe Head
tconstruct:pick_head:0, Ardite Pickaxe Head
tconstruct:pick_head:0, Manyullyn Pickaxe Head
tconstruct:pick_head:0, Copper Pickaxe Head
tconstruct:pick_head:0, Bronze Pickaxe Head
tconstruct:pick_head:0, Lead Pickaxe Head
tconstruct:pick_head:0, Silver Pickaxe Head
tconstruct:pick_head:0, Electrum Pickaxe Head
tconstruct:pick_head:0, Steel Pickaxe Head
tconstruct:pick_head:0, Treated Wood Pickaxe Head
tconstruct:pick_head:0, Constantan Pickaxe Head
tconstruct:pick_head:0, Magical Wooden Pickaxe Head
tconstruct:pick_head:0, Evil Infused Pickaxe Head
tconstruct:pick_head:0, Enchanted Pickaxe Head
tconstruct:pick_head:0, Demonic Pickaxe Head
tconstruct:shovel_head:0, Wooden Shovel Head
tconstruct:shovel_head:0, Stone Shovel Head
tconstruct:shovel_head:0, Flint Shovel Head
tconstruct:shovel_head:0, Cactus Shovel Head
tconstruct:shovel_head:0, Bone Shovel Head
tconstruct:shovel_head:0, Obsidian Shovel Head
tconstruct:shovel_head:0, Prismarine Shovel Head
tconstruct:shovel_head:0, End Shovel Head
tconstruct:shovel_head:0, Paper Shovel Head
